pcd_path,obj_token,frame_id,depth_path,expected_model_path,expected_obj_id
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000826_000006.ply,6,826,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000826.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000011.ply,11
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000826_000007.ply,7,826,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000826.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000012.ply,12
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000838_000000.ply,0,838,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000838.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000001.ply,1
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000838_000001.ply,1,838,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000838.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000005.ply,5
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000838_000002.ply,2,838,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000838.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000006.ply,6
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000838_000003.ply,3,838,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000838.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000008.ply,8
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000838_000004.ply,4,838,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000838.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000009.ply,9
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000838_000005.ply,5,838,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000838.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000010.ply,10
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000838_000006.ply,6,838,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000838.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000011.ply,11
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000838_000007.ply,7,838,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000838.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000012.ply,12
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000843_000000.ply,0,843,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000843.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000001.ply,1
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000843_000001.ply,1,843,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000843.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000005.ply,5
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000843_000002.ply,2,843,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000843.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000006.ply,6
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000843_000003.ply,3,843,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000843.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000008.ply,8
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000843_000004.ply,4,843,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000843.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000009.ply,9
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000843_000005.ply,5,843,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000843.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000010.ply,10
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000843_000006.ply,6,843,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000843.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000011.ply,11
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000843_000007.ply,7,843,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000843.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000012.ply,12
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000844_000000.ply,0,844,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000844.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000001.ply,1
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000844_000001.ply,1,844,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000844.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000005.ply,5
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000844_000002.ply,2,844,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000844.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000006.ply,6
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000844_000003.ply,3,844,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000844.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000008.ply,8
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000844_000004.ply,4,844,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000844.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000009.ply,9
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000844_000005.ply,5,844,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000844.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000010.ply,10
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000844_000006.ply,6,844,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000844.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000011.ply,11
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000844_000007.ply,7,844,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000844.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000012.ply,12
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000846_000000.ply,0,846,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000846.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000001.ply,1
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000846_000001.ply,1,846,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000846.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000005.ply,5
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000846_000002.ply,2,846,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000846.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000006.ply,6
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000846_000003.ply,3,846,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000846.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000008.ply,8
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000846_000004.ply,4,846,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000846.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000009.ply,9
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000846_000005.ply,5,846,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000846.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000010.ply,10
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000846_000006.ply,6,846,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000846.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000011.ply,11
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000846_000007.ply,7,846,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000846.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000012.ply,12
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000848_000000.ply,0,848,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000848.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000001.ply,1
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000848_000001.ply,1,848,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000848.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000005.ply,5
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000848_000002.ply,2,848,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000848.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000006.ply,6
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000848_000003.ply,3,848,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000848.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000008.ply,8
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000848_000004.ply,4,848,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000848.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000009.ply,9
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000848_000005.ply,5,848,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000848.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000010.ply,10
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000848_000006.ply,6,848,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000848.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000011.ply,11
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000848_000007.ply,7,848,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000848.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000012.ply,12
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000854_000000.ply,0,854,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000854.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000001.ply,1
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000854_000001.ply,1,854,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000854.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000005.ply,5
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000854_000002.ply,2,854,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000854.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000006.ply,6
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000854_000003.ply,3,854,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000854.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000008.ply,8
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000854_000004.ply,4,854,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000854.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000009.ply,9
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000854_000005.ply,5,854,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000854.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000010.ply,10
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000854_000006.ply,6,854,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000854.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000011.ply,11
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000854_000007.ply,7,854,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000854.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000012.ply,12
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000858_000000.ply,0,858,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000858.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000001.ply,1
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000858_000001.ply,1,858,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000858.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000005.ply,5
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000858_000002.ply,2,858,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000858.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000006.ply,6
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000858_000003.ply,3,858,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000858.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000008.ply,8
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000858_000004.ply,4,858,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000858.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000009.ply,9
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000858_000005.ply,5,858,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000858.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000010.ply,10
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000858_000006.ply,6,858,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000858.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000011.ply,11
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000858_000007.ply,7,858,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000858.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000012.ply,12
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000860_000000.ply,0,860,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000860.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000001.ply,1
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000860_000001.ply,1,860,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000860.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000005.ply,5
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000860_000002.ply,2,860,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000860.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000006.ply,6
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000860_000003.ply,3,860,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000860.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000008.ply,8
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000860_000004.ply,4,860,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000860.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000009.ply,9
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000860_000005.ply,5,860,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000860.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000010.ply,10
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000860_000006.ply,6,860,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000860.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000011.ply,11
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000860_000007.ply,7,860,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000860.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000012.ply,12
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000863_000000.ply,0,863,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000863.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000001.ply,1
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000863_000001.ply,1,863,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000863.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000005.ply,5
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000863_000002.ply,2,863,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000863.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000006.ply,6
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000863_000003.ply,3,863,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000863.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000008.ply,8
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000863_000004.ply,4,863,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000863.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000009.ply,9
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000863_000005.ply,5,863,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000863.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000010.ply,10
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000863_000006.ply,6,863,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000863.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000011.ply,11
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000863_000007.ply,7,863,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000863.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000012.ply,12
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000865_000000.ply,0,865,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000865.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000001.ply,1
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000865_000001.ply,1,865,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000865.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000005.ply,5
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000865_000002.ply,2,865,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000865.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000006.ply,6
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000865_000003.ply,3,865,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000865.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000008.ply,8
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000865_000004.ply,4,865,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000865.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000009.ply,9
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000865_000005.ply,5,865,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000865.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000010.ply,10
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000865_000006.ply,6,865,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000865.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000011.ply,11
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000865_000007.ply,7,865,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000865.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000012.ply,12
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000874_000000.ply,0,874,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000874.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000001.ply,1
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000874_000001.ply,1,874,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000874.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000005.ply,5
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000874_000002.ply,2,874,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000874.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000006.ply,6
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000874_000003.ply,3,874,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000874.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000008.ply,8
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000874_000004.ply,4,874,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000874.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000009.ply,9
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000874_000005.ply,5,874,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000874.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000010.ply,10
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000874_000006.ply,6,874,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000874.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000011.ply,11
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000874_000007.ply,7,874,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000874.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000012.ply,12
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000875_000000.ply,0,875,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000875.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000001.ply,1
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000875_000001.ply,1,875,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000875.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000005.ply,5
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000875_000002.ply,2,875,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000875.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000006.ply,6
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000875_000003.ply,3,875,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000875.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000008.ply,8
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000875_000004.ply,4,875,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000875.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000009.ply,9
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000875_000005.ply,5,875,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000875.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000010.ply,10
